timestamp,open,high,low,close,volume
2017-01-12,828.3800,830.3800,821.0100,829.5300,1350308
2017-01-11,826.6200,829.9000,821.4700,829.8600,1325394
2017-01-10,827.0700,829.4100,823.1400,826.0100,1197442
2017-01-09,826.3700,830.4300,821.6200,827.1800,1408924
2017-01-06,814.9900,828.9600,811.5000,825.2100,2017097
2017-01-05,807.5000,813.7400,805.9200,813.0200,1340535
2017-01-04,809.8900,813.4300,804.1100,807.7700,1515339
2017-01-03,800.6200,811.4350,796.8900,808.0100,1959033
2016-12-30,803.2100,803.2850,789.6200,792.4500,1735879
2016-12-29,802.3300,805.7500,798.1440,802.8800,1057392
2016-12-28,813.3300,813.3300,802.4400,804.5700,1214756
2016-12-27,808.6800,816.0000,805.8000,809.9300,975962
2016-12-23,808.0100,810.9696,805.1100,807.8000,765537
2016-12-22,809.1000,811.0700,806.0300,809.6800,1132119
2016-12-21,815.7200,815.7200,805.1000,812.2000,1459628
2016-12-20,813.3700,816.4900,811.0000,815.2000,1271883
2016-12-19,809.2800,816.2200,804.5000,812.5000,1263581
2016-12-16,818.3100,819.2000,808.1200,809.8400,2598866
2016-12-15,817.3600,823.0000,812.0000,815.6500,1769719
2016-12-14,815.9200,824.2600,812.7800,817.8900,1799654
2016-12-13,812.3900,824.3000,811.9400,815.3400,2128210
2016-12-12,804.8200,811.3500,804.5311,807.9000,1628602
2016-12-09,799.3000,809.9500,798.0500,809.4500,1904463
2016-12-08,792.9500,799.0000,787.9050,795.1700,1612531
2016-12-07,779.9500,792.0000,773.5300,791.4700,2029415
2016-12-06,780.1900,785.2800,773.3200,776.1800,1734099
2016-12-05,770.0000,780.0000,766.9686,778.2200,1688473
2016-12-02,761.9000,770.5000,759.0000,764.4600,1718846
2016-12-01,778.5500,778.6000,753.3600,764.3300,2867074
2016-11-30,789.1000,791.5100,773.1450,775.8800,2279054
2016-11-29,788.3800,796.4400,785.3400,789.4400,1561981
2016-11-28,778.3500,799.7400,778.1000,785.7900,2575432
2016-11-25,782.6100,782.9000,778.1900,780.2300,613549
2016-11-23,789.5200,789.5200,772.6500,779.0000,1312981
2016-11-22,788.9900,793.7700,783.7400,785.0000,1394174
2016-11-21,778.1000,786.5500,776.3000,784.8000,1630835
2016-11-18,787.1700,791.2900,775.3500,775.9700,1806264
2016-11-17,782.5000,788.9000,779.8500,786.1600,1533679
2016-11-16,770.4200,783.5000,766.3300,779.9800,1798360
2016-11-15,765.4700,780.2376,765.2200,775.1600,2943889
2016-11-14,771.7600,771.7800,743.5900,753.2200,3688274
