timestamp,open,high,low,close,volume
2017-01-12,800.3100,814.1300,799.5000,813.6400,4873922
2017-01-11,793.6600,799.5000,789.5100,799.0200,2992791
2017-01-10,796.6000,798.0000,789.5434,795.9000,2558369
2017-01-09,798.0000,801.7742,791.7700,796.9200,3446109
2017-01-06,782.3600,799.4400,778.4800,795.9900,5986234
2017-01-05,761.5500,782.3999,760.2557,780.4500,5830068
2017-01-04,758.3900,759.6800,754.2000,757.1800,2510526
2017-01-03,757.9200,758.7595,747.7000,753.6700,3521066
2016-12-30,766.4700,767.3999,748.2800,749.8700,4139449
2016-12-29,772.4000,773.4000,760.8500,765.1500,3158299
2016-12-28,776.2500,780.0000,770.5000,772.1300,3301025
2016-12-27,763.4000,774.6500,761.2000,771.4000,2638725
2016-12-23,764.5500,766.5000,757.9900,760.5900,1981616
2016-12-22,768.1200,771.2100,763.0200,766.3400,2543551
2016-12-21,770.0000,771.2200,765.7000,770.6000,2044629
2016-12-20,768.6500,774.3900,767.7100,771.2200,2703629
2016-12-19,758.8900,770.5000,756.1600,766.0000,3113240
2016-12-16,765.0000,765.1300,754.0000,757.7700,4848219
2016-12-15,766.2800,769.1000,760.3100,761.0000,3801927
2016-12-14,778.2500,780.8600,762.8100,768.8200,5454836
2016-12-13,764.9600,782.4600,762.0000,774.3400,5285288
2016-12-12,766.4000,766.8900,757.2000,760.1200,2963945
2016-12-09,770.0000,770.2500,765.3400,768.6600,2470923
2016-12-08,771.8700,773.7900,765.1900,767.3300,3189608
2016-12-07,764.5500,770.4200,755.8200,770.4200,3684906
2016-12-06,763.9900,768.2400,757.2500,764.7200,3794746
2016-12-05,745.0000,761.4900,742.0000,759.3600,4314723
2016-12-02,743.4000,748.4903,736.7000,740.3400,3561307
2016-12-01,752.4100,753.3700,738.0300,743.6500,4665993
2016-11-30,762.0000,768.0900,750.2500,750.5700,4625946
2016-11-29,768.0000,769.8900,761.3200,762.5200,3272344
2016-11-28,776.9900,777.0000,764.2400,766.7700,4438828
2016-11-25,786.5000,786.7500,777.9000,780.3700,1837068
2016-11-23,781.7300,781.7500,773.1200,780.1200,3540263
2016-11-22,788.1700,792.4000,781.0000,785.3300,5311320
2016-11-21,766.0000,780.3500,765.1100,780.0000,4614574
2016-11-18,761.0000,767.7400,757.6435,760.1600,4373408
2016-11-17,749.3200,757.5000,748.0000,756.4000,3690112
2016-11-16,739.8800,749.8700,735.6100,746.4900,3648791
2016-11-15,730.0000,746.7800,725.9900,743.2400,6755785
2016-11-14,745.5100,746.0000,710.1000,719.0700,7321344
2016-11-11,735.7300,743.2600,728.9000,739.0100,6622784
2016-11-10,778.8100,778.8300,717.7000,742.3800,12746994
2016-11-09,764.0000,777.5000,760.0900,771.8800,8562892
2016-11-08,784.9700,791.7399,779.1000,787.7500,3412629
2016-11-07,771.6400,787.7320,770.9400,784.9300,5984354
2016-11-04,762.7900,766.0000,753.2301,755.0500,5122103
2016-11-03,765.0500,777.0000,764.0000,767.0300,3872496
2016-11-02,783.9300,784.7500,763.5500,765.5600,5026504
2016-11-01,799.0000,800.8400,776.7130,785.4100,5305428
2016-10-31,781.0300,793.7000,780.1100,789.8200,5413326
2016-10-28,782.0000,789.4900,774.6100,776.3200,10841073
2016-10-27,831.2400,831.7200,815.4300,818.3600,7406385
2016-10-26,832.7600,833.4400,820.0000,822.5900,3998102
2016-10-25,839.3000,843.0900,833.2200,835.1800,3248358
2016-10-24,824.9500,838.3000,822.2100,838.0900,4060899
2016-10-21,809.3600,819.4200,809.0000,818.9900,2793015
2016-10-20,813.9900,815.7100,803.1000,810.3200,3151954
2016-10-19,820.4000,820.6700,815.1700,817.6900,2090706
2016-10-18,822.1100,823.2600,815.0200,817.6500,2512504
2016-10-17,821.5000,822.0000,811.6800,812.9500,3361492
2016-10-14,835.0800,835.7400,822.9600,822.9600,2999814
2016-10-13,829.0000,831.8000,821.2100,829.2800,3091387
2016-10-12,834.0000,837.6660,830.1000,834.0900,2380416
2016-10-11,841.0200,841.2900,828.3500,831.0000,3588180
2016-10-10,843.2500,845.2000,840.2700,841.7100,1827143
2016-10-07,845.7900,845.9500,837.4500,839.4300,2426228
2016-10-06,843.7000,847.2100,840.6000,841.6600,2684013
2016-10-05,838.0000,845.6700,836.1200,844.3600,3469055
