2014-04-14,Apple antitrust compliance off to a promising start: monitor ,0.1
2014-04-14,Apple antitrust compliance off to a promising start -monitor ,0.1
2014-04-14,COLUMN-How to avoid the trouble coming to the tech sector ,-0.16000000000000003
2014-04-14,How to avoid the trouble coming to the tech sector ,-0.16000000000000003
2014-04-15,Apple cannot escape U.S. states' e-book antitrust cases: judge ,0.0
2014-04-15,Apple cannot escape U.S. states' e-book antitrust cases - judge ,0.0
2014-04-15,Keep Steve Jobs' personality out of trial: tech companies ,0.0
2014-04-15,Smartphone makers  carriers embrace anti-theft initiative ,0.0
2014-04-15,UPDATE 1-Keep Steve Jobs' personality out of trial -tech companies ,0.0
2014-04-15,US STOCKS SNAPSHOT-Wall St gets lift from Coca-Cola; Nasdaq lags ,0.0
2014-04-17,Samsung licenses 3D chip manufacturing tech to GlobalFoundries to win more orders ,0.35750000000000004
2014-04-17,UPDATE 1-Patent consortium Rockstar loses bid to move Google case ,-0.27
2014-04-17,Wall Street Week Ahead: Spring fever brings hope for U.S. earnings ,0.0
2014-04-17,Wall St Week Ahead-Spring fever brings hope for U.S. earnings ,0.0
2014-04-18,Tech workers seek to use Steve Jobs evidence in upcoming trial on no-hire accords ,0.0
2014-04-18,Tech workers seek to use Steve Jobs evidence in upcoming trial on no-hire accords ,0.0
2014-04-21,Apple  Google vie to offer exclusive game apps: WSJ ,-0.24
2014-04-21,Apple  Google vie to offer exclusive game apps - WSJ ,-0.24
2011-07-06,Hackers expose flaw in Apple iPad  iPhone software ,0.0
2011-07-06,Hackers expose flaw in Apple iPad  iPhone software ,0.0
2011-07-06,Samsung estimates Q2 profit down 26 pct ,-0.11061728395061729
2011-07-06,UPDATE 1-Samsung estimates Q2 profit down 26 pct ,-0.11061728395061729
2011-07-07,Apple's app downloads race ahead  surpass 15 billion ,0.0
2011-07-07,Canada eyes Nortel patent sale review- minister ,0.0
2011-07-07,Chinese writers to petition Apple over book downloads-report ,0.0
2011-07-07,How about a beer with your iPhone? ,0.0
2011-07-07,How about a beer with your iPhone? ,0.0
2011-07-07,How about a beer with your iPhone? ,0.0
2011-07-07,HTC limit-down on slower demand  corp governance concerns ,0.0
2011-07-07,RIM says adds 1 million EMEA subscribers in 3 weeks ,0.0
2011-07-07,UPDATE 1-Canada eyes Nortel patent sale review- minister ,0.0
2011-07-07,UPDATE 5-Samsung Q2 falls as weak LCDs overshadow mobiles ,-0.140625
2011-07-08,Analysis: Young startups demand steeper prices from VCs ,0.06
2011-07-08,CORRECTED-UPDATE 1-TSMC  UMC post lower June sales  lack rebound strength in Q3 ,0.0
2011-07-08,PRESS DIGEST - China ,0.0
2011-07-08,Wynn Resorts  Apple to beat earnings views-StarMine ,0.0
2011-07-11,Apple files fresh patent complaint against HTC ,0.0
